X1,X2,X3,X4,X5
-0.4699633609805228,-1.2983047822184646,-0.26012764244065834,-1.0303823842045847,-0.8550266193768127
-0.07459377408022215,-0.3499777862126893,0.23165858610185225,0.347330154564918,0.1830776567657205
0.059175016380904846,0.9250564013569603,0.5259843860496347,0.8136712073129951,0.302537376308596
-0.20639815637368228,-0.2543892068687671,0.7082358765313967,-0.7390216140391397,-0.2292025113310725
-0.7085564191334152,-0.18811763881955845,-0.25713617230022423,-0.4543806626530361,-0.4976389513418878
0.20309108696898265,0.01298157946911957,0.7512907830925863,1.1814010016766128,1.2297779085968266
-0.3296357241201404,-0.8494465305351137,0.030698251008118613,-0.20675456036486822,-0.6304424353379612
1.7745549165003198,-0.3991248542019932,0.5369507388700921,-0.15166146913709044,0.020070544123516137
-0.7648504315718165,-1.038652826004824,0.7705129058309119,-0.44637794230143063,-0.1859733355399285
-2.1866157686236876,-2.30366783164742,0.30510961082194665,0.9698727560114666,0.9611088608437748
1.3134142574954795,0.9378366136259821,0.2764018160471147,1.4887845495724599,2.0017184096855245
1.7726392533232382,0.6209493872593392,0.06551489034180158,-0.45905712047244374,-1.7202550022966703
-0.8687323076385252,0.2652289287183208,1.0384554008195035,0.5930546526789939,-0.02042337514804815
-0.8943684138340795,-0.2509821359581012,0.24382692976624581,0.7762264937388516,0.7530770768681483
-0.24206584690352506,-0.38849364804357966,1.482521417692214,0.6054826240861946,0.481534013379568
1.3035073570230709,1.5955742719845765,0.5975333919416996,2.0567092166433665,2.4550476680404
-0.05605200645355783,-1.322208063947743,-0.10911936885111315,-0.9861322300225781,-0.8312278559664851
-0.2841134959793194,0.6132886797476588,-0.8121729229541876,0.8024294469346811,1.031537102717604
-0.5127203291645513,-0.432372219300833,-0.06887569363076965,0.9186147965021957,1.3538749295674708
-0.9597755671003982,-2.4066697505916883,1.6539979846087016,-0.794317099918463,-0.803612100564513
0.30493969159139306,0.6221736632269287,0.5233635586578377,0.8825258195734144,0.8767202753304643
-0.5313769108838541,-0.7345997806645621,0.25443422734842563,-0.3636348018735496,-0.5102304258604555
-0.34832099659600496,1.0658893253067065,-0.24037780275677967,-0.8488455662939616,-0.15371873372577427
0.4014124141590638,-0.0807727811283615,0.6053137956651156,0.9005596587937497,0.40570358862758205
-0.23172062968142926,0.6206456799264679,-0.17849291378916582,0.2763736584022481,0.5535961425911641
-0.02757753182624005,-0.044102054216618586,0.7089594932810613,-0.45811899579210946,-0.4476299192831731
-0.962538359043573,-0.06892797451947763,0.33769189827199275,-0.2483504084474482,-0.5990122892084129
0.4497651752484076,-0.07551977837781329,-0.8852104379959962,-1.0572486918363473,-1.0054860409791793
-0.5346641731306508,0.36738014180227535,-0.18824488187011829,0.3302630600641724,-0.13767009221249465
-0.190032693044107,0.4055157782563541,-0.5198343465492563,0.4075880658234385,1.1654010666447188
1.1017459561531882,-1.1103421616181444,-0.20510090443568346,-0.8992083122790131,-0.7492825756537309
1.3899394088910195,-1.276101718951102,0.3118960399506781,-0.1127846451858937,1.206442869981455
-1.0093494822016602,0.10137973115096288,0.29610079813596274,0.047328678156975224,-0.31571388266166367
-0.17818899799159366,-2.121668020360763,-1.4687889077313232,-1.3811990862576298,-0.7298822976293297
-0.5547433780194818,-0.5567467788716627,0.2012642263878395,-0.7280009045016217,-1.0770666729174463
1.275617179389017,0.7944061495491651,-0.6625435072517044,-0.8885467593770868,-0.5827830207577174
0.42705735181930354,1.1674822578808532,-0.937835469715273,-1.0387724330574344,-0.6402508565836627
0.9378718149325376,-0.3218460557526692,-1.3619258978645283,-1.3576942989738483,-0.718511154930337
0.1133532252928118,1.5979881252756676,-1.0547222210066025,-0.03179235731325747,0.921775614463773
-1.0112310667682372,-0.27236609857560445,1.273798308586544,2.166163164305772,2.5795241725781355
0.4176127725576286,-0.29934048430930016,0.16364844017465607,0.09884598202681938,0.7009253566554551
0.8873627561608731,0.2614064532265158,0.7799540303731891,1.0771054500335735,1.7447647267133506
0.17860661823013002,0.8694007399352762,-1.4709696241015104,-0.6518565297179175,-1.034951838962803
2.009992830367342,0.536171116963196,-1.3218444641301987,-1.0510623144178894,-1.5403036069190341
0.926641272722685,0.01585511552613944,-0.7486043501242944,-1.7396644686905542,-1.8918900168005026
